,neighbor,1,2,3
0,10000,"('Noise - Park', 55)","('Taxi Complaint', 14)","('Violation of Park Rules', 9)"
1,10001,"('Noise - Residential', 748)","('Taxi Complaint', 737)","('Street Condition', 486)"
2,10002,"('HEATING', 1244)","('Noise - Residential', 905)","('Street Condition', 823)"
3,10003,"('HEATING', 987)","('Broken Muni Meter', 953)","('Noise', 942)"
4,10004,"('Street Condition', 205)","('Street Light Condition', 118)","('Taxi Complaint', 103)"
5,10005,"('Noise', 203)","('Street Condition', 140)","('Street Light Condition', 140)"
6,10006,"('Noise', 191)","('Street Condition', 128)","('Taxi Complaint', 72)"
7,10007,"('Street Condition', 378)","('Noise', 360)","('Street Light Condition', 187)"
8,10008,,,
9,10009,"('HEATING', 1369)","('Noise - Residential', 1059)","('Noise - Commercial', 607)"
10,10010,"('Street Condition', 461)","('Taxi Complaint', 413)","('Noise', 348)"
11,10011,"('HEATING', 870)","('Street Condition', 796)","('Noise', 787)"
12,10012,"('Noise - Commercial', 526)","('HEATING', 410)","('Street Condition', 393)"
13,10013,"('Street Condition', 886)","('Broken Muni Meter', 828)","('Noise', 615)"
14,10014,"('HEATING', 897)","('Street Condition', 657)","('Noise - Residential', 650)"
15,10015,,,
16,10016,"('Street Condition', 876)","('Noise', 862)","('Taxi Complaint', 757)"
17,10017,"('Broken Muni Meter', 1026)","('Taxi Complaint', 575)","('Street Condition', 455)"
18,10018,"('Street Condition', 324)","('Taxi Complaint', 298)","('Consumer Complaint', 286)"
19,10019,"('Broken Muni Meter', 1097)","('Street Condition', 994)","('Taxi Complaint', 960)"
20,10020,"('Broken Muni Meter', 69)","('Taxi Complaint', 38)","('Street Condition', 24)"
21,10021,"('Street Condition', 524)","('Noise', 509)","('Taxi Complaint', 355)"
22,10022,"('Street Condition', 818)","('Broken Muni Meter', 808)","('Taxi Complaint', 746)"
23,10023,"('Street Condition', 732)","('HEATING', 642)","('Broken Muni Meter', 631)"
24,10024,"('Street Condition', 853)","('HEATING', 792)","('Noise', 551)"
25,10025,"('HEATING', 1671)","('Noise - Residential', 1272)","('Street Condition', 850)"
26,10026,"('HEATING', 1420)","('Noise - Residential', 980)","('GENERAL CONSTRUCTION', 742)"
27,10027,"('HEATING', 2207)","('Noise - Residential', 1230)","('GENERAL CONSTRUCTION', 1182)"
28,10028,"('HEATING', 582)","('Street Condition', 568)","('Noise', 459)"
29,10029,"('HEATING', 1750)","('Noise - Residential', 1558)","('GENERAL CONSTRUCTION', 882)"
30,10030,"('HEATING', 1530)","('Noise - Residential', 1042)","('GENERAL CONSTRUCTION', 978)"
31,10031,"('HEATING', 3831)","('GENERAL CONSTRUCTION', 2622)","('PLUMBING', 2097)"
32,10032,"('HEATING', 3418)","('GENERAL CONSTRUCTION', 2715)","('PLUMBING', 2252)"
33,10033,"('HEATING', 2728)","('GENERAL CONSTRUCTION', 1645)","('PAINT - PLASTER', 1464)"
34,10034,"('HEATING', 2009)","('GENERAL CONSTRUCTION', 1774)","('PAINT - PLASTER', 1385)"
35,10035,"('Noise - Residential', 848)","('HEATING', 751)","('PLUMBING', 737)"
36,10036,"('HEATING', 779)","('Taxi Complaint', 656)","('Street Condition', 598)"
37,10037,"('HEATING', 758)","('GENERAL CONSTRUCTION', 466)","('Noise - Residential', 408)"
38,10038,"('Noise', 552)","('Street Condition', 356)","('Street Light Condition', 210)"
39,10039,"('Noise - Residential', 927)","('HEATING', 838)","('PLUMBING', 566)"
40,10040,"('HEATING', 4998)","('GENERAL CONSTRUCTION', 2063)","('PLUMBING', 1749)"
41,10041,"('Sewer', 1)",,
42,10042,,,
43,10043,,,
44,10044,"('GENERAL CONSTRUCTION', 27)","('PLUMBING', 19)","('NONCONST', 18)"
45,10045,,,
46,10046,,,
47,10047,,,
48,10048,"('Noise - Street/Sidewalk', 8)","('Traffic Signal Condition', 7)","('Street Condition', 6)"
49,10049,,,
50,10050,,,
51,10051,,,
52,10052,,,
53,10053,,,
54,10054,,,
55,10055,,,
56,10056,,,
57,10057,,,
58,10058,,,
59,10059,,,
60,10060,,,
61,10061,,,
62,10062,,,
63,10063,"('Consumer Complaint', 1)",,
64,10064,,,
65,10065,"('Street Condition', 581)","('Noise', 388)","('Taxi Complaint', 367)"
66,10066,,,
67,10067,,,
68,10068,,,
69,10069,"('Street Condition', 26)","('DOF Property - Owner Issue', 23)","('Maintenance or Facility', 23)"
70,10070,,,
71,10071,,,
72,10072,,,
73,10073,,,
74,10074,,,
75,10075,"('Street Condition', 390)","('HEATING', 359)","('Noise', 323)"
76,10076,,,
77,10077,,,
78,10078,,,
79,10079,,,
80,10080,,,
81,10081,,,
82,10082,,,
83,10083,,,
84,10084,,,
85,10085,,,
86,10086,,,
87,10087,,,
88,10088,,,
89,10089,,,
90,10090,,,
91,10091,,,
92,10092,,,
93,10093,,,
94,10094,,,
95,10095,,,
96,10096,,,
97,10097,,,
98,10098,,,
99,10099,,,
100,10100,,,
101,10101,"('HEAP Assistance', 1)","('SCRIE', 1)",
102,10102,,,
103,10103,"('Emergency Response Team (ERT)', 1)","('Construction Safety Enforcement', 1)",
104,10104,,,
105,10105,"('General Construction/Plumbing', 1)",,
106,10106,,,
107,10107,,,
108,10108,"('Consumer Complaint', 1)",,
109,10109,,,
110,10110,,,
111,10111,,,
112,10112,"('Water System', 2)",,
113,10113,,,
114,10114,,,
115,10115,,,
116,10116,"('SCRIE', 1)",,
117,10117,,,
118,10118,,,
119,10119,"('Sewer', 2)","('Cranes and Derricks', 1)",
120,10120,,,
121,10121,"('Construction Safety Enforcement', 24)","('General Construction/Plumbing', 3)",
122,10122,,,
123,10123,,,
124,10124,,,
125,10125,,,
126,10126,,,
127,10127,,,
128,10128,"('HEATING', 689)","('Street Condition', 522)","('Noise - Residential', 479)"
129,10129,,,
130,10130,,,
131,10131,,,
132,10132,,,
133,10133,,,
134,10134,,,
135,10135,,,
136,10136,,,
137,10137,,,
138,10138,,,
139,10139,,,
140,10140,,,
141,10141,,,
142,10142,,,
143,10143,,,
144,10144,,,
145,10145,,,
146,10146,,,
147,10147,,,
148,10148,,,
149,10149,,,
150,10150,"('SCRIE', 2)",,
151,10151,,,
152,10152,,,
153,10153,,,
154,10154,,,
155,10155,,,
156,10156,,,
157,10157,,,
158,10158,,,
159,10159,"('Housing - Low Income Senior', 1)",,
160,10160,,,
161,10161,,,
162,10162,"('SCRIE', 17)","('Noise', 5)","('Consumer Complaint', 2)"
163,10163,"('Consumer Complaint', 2)",,
164,10164,,,
165,10165,,,
166,10166,,,
167,10167,,,
168,10168,,,
169,10169,,,
170,10170,,,
171,10171,,,
172,10172,,,
173,10173,,,
174,10174,,,
175,10175,,,
176,10176,,,
177,10177,,,
178,10178,,,
179,10179,,,
180,10180,,,
181,10181,,,
182,10182,,,
183,10183,,,
184,10184,,,
185,10185,,,
186,10186,,,
187,10187,,,
188,10188,,,
189,10189,,,
190,10190,,,
191,10191,,,
192,10192,,,
193,10193,,,
194,10194,,,
195,10195,,,
196,10196,,,
197,10197,,,
198,10198,,,
199,10199,,,
200,10200,,,
201,10201,,,
202,10202,,,
203,10203,,,
204,10204,,,
205,10205,,,
206,10206,,,
207,10207,,,
208,10208,,,
209,10209,,,
210,10210,,,
211,10211,,,
212,10212,,,
213,10213,,,
214,10214,,,
215,10215,,,
216,10216,,,
217,10217,,,
218,10218,,,
219,10219,,,
220,10220,,,
221,10221,,,
222,10222,,,
223,10223,,,
224,10224,,,
225,10225,,,
226,10226,,,
227,10227,,,
228,10228,,,
229,10229,,,
230,10230,,,
231,10231,,,
232,10232,,,
233,10233,,,
234,10234,,,
235,10235,,,
236,10236,,,
237,10237,,,
238,10238,,,
239,10239,,,
240,10240,,,
241,10241,,,
242,10242,,,
243,10243,,,
244,10244,,,
245,10245,,,
246,10246,,,
247,10247,,,
248,10248,,,
249,10249,,,
250,10250,,,
251,10251,,,
252,10252,,,
253,10253,,,
254,10254,,,
255,10255,,,
256,10256,,,
257,10257,,,
258,10258,,,
259,10259,,,
260,10260,,,
261,10261,,,
262,10262,,,
263,10263,,,
264,10264,,,
265,10265,,,
266,10266,,,
267,10267,,,
268,10268,,,
269,10269,,,
270,10270,,,
271,10271,,,
272,10272,,,
273,10273,,,
274,10274,,,
275,10275,,,
276,10276,,,
277,10277,,,
278,10278,"('DOF Property - Reduction Issue', 1)","('Noise', 1)","('Emergency Response Team (ERT)', 1)"
279,10279,"('Stalled Sites', 1)",,
280,10280,"('Noise - Helicopter', 45)","('Taxi Complaint', 40)","('Noise', 33)"
281,10281,"('Taxi Complaint', 14)","('Illegal Parking', 8)","('Noise - Vehicle', 7)"
282,10282,"('Taxi Complaint', 28)","('Street Condition', 15)","('Noise - Park', 12)"
283,10283,,,
284,10284,,,
285,10285,,,
286,10286,,,
287,10287,,,
288,10288,,,
289,10289,,,
290,10290,,,
291,10291,,,
292,10292,,,
