,neighbor,1,2,3
0,10000,"('Noise - Park', 38)","('Taxi Complaint', 19)","('Damaged Tree', 11)"
1,10001,"('Taxi Complaint', 915)","('HEATING', 648)","('Street Condition', 641)"
2,10002,"('Graffiti', 1267)","('HEATING', 1226)","('Street Condition', 1160)"
3,10003,"('Broken Muni Meter', 1159)","('Street Condition', 918)","('HEATING', 873)"
4,10004,"('Street Condition', 185)","('Taxi Complaint', 137)","('Street Light Condition', 95)"
5,10005,"('Broken Muni Meter', 144)","('Street Condition', 132)","('Taxi Complaint', 127)"
6,10006,"('Noise', 147)","('Street Condition', 97)","('Taxi Complaint', 75)"
7,10007,"('Street Condition', 368)","('Taxi Complaint', 206)","('Noise', 204)"
8,10008,"('Housing - Low Income Senior', 1)","('Taxi Complaint', 1)",
9,10009,"('HEATING', 1254)","('Noise - Residential', 1043)","('Noise - Commercial', 846)"
10,10010,"('Taxi Complaint', 521)","('Broken Muni Meter', 496)","('Street Condition', 491)"
11,10011,"('HEATING', 1011)","('Street Condition', 884)","('Taxi Complaint', 760)"
12,10012,"('Noise - Commercial', 589)","('Vending', 473)","('Taxi Complaint', 443)"
13,10013,"('Street Condition', 1194)","('Broken Muni Meter', 734)","('General Construction/Plumbing', 527)"
14,10014,"('HEATING', 952)","('Street Condition', 742)","('Noise - Commercial', 662)"
15,10015,,,
16,10016,"('Taxi Complaint', 912)","('Noise', 907)","('Street Condition', 879)"
17,10017,"('Taxi Complaint', 671)","('Broken Muni Meter', 503)","('Street Condition', 406)"
18,10018,"('Taxi Complaint', 420)","('Street Condition', 411)","('General Construction/Plumbing', 234)"
19,10019,"('Broken Muni Meter', 1286)","('Taxi Complaint', 1182)","('Street Condition', 942)"
20,10020,"('Broken Muni Meter', 95)","('Taxi Complaint', 50)","('Street Condition', 27)"
21,10021,"('Street Condition', 656)","('Taxi Complaint', 480)","('Noise', 416)"
22,10022,"('Taxi Complaint', 918)","('Broken Muni Meter', 911)","('Street Condition', 850)"
23,10023,"('Street Condition', 721)","('HEATING', 629)","('Taxi Complaint', 604)"
24,10024,"('HEATING', 1086)","('Street Condition', 669)","('Noise - Residential', 608)"
25,10025,"('HEATING', 2414)","('Noise - Residential', 1490)","('GENERAL CONSTRUCTION', 861)"
26,10026,"('HEATING', 1452)","('Noise - Residential', 986)","('GENERAL CONSTRUCTION', 718)"
27,10027,"('HEATING', 1977)","('Noise - Residential', 1514)","('GENERAL CONSTRUCTION', 1035)"
28,10028,"('HEATING', 733)","('Street Condition', 433)","('Noise', 404)"
29,10029,"('HEATING', 1756)","('Noise - Residential', 1713)","('GENERAL CONSTRUCTION', 872)"
30,10030,"('HEATING', 1226)","('Noise - Residential', 898)","('GENERAL CONSTRUCTION', 821)"
31,10031,"('HEATING', 4168)","('GENERAL CONSTRUCTION', 2701)","('PLUMBING', 2319)"
32,10032,"('HEATING', 4011)","('GENERAL CONSTRUCTION', 2914)","('PAINT - PLASTER', 2394)"
33,10033,"('HEATING', 3125)","('GENERAL CONSTRUCTION', 1947)","('PAINT - PLASTER', 1529)"
